i,z,class
19.68699,19.47136,QSO
20.69029,19.91203,GALAXY
21.58683,20.9256,STAR
17.2025,17.09309,GALAXY
20.9237,20.68042,QSO
22.00315,21.55965,QSO
19.15696,19.03504,QSO
21.81139,21.67391,GALAXY
21.00611,19.93282,QSO
18.97502,18.70084,GALAXY
19.65894,19.46929,GALAXY
19.94995,19.82272,STAR
18.78926,18.51356,GALAXY
21.40894,21.8606,QSO
19.34757,18.84653,GALAXY
16.80407,16.14476,STAR
19.10637,18.53394,GALAXY
18.43687,18.12378,STAR
18.70344,18.56496,STAR
20.93844,19.9357,GALAXY
15.10474,14.99291,STAR
21.38046,21.43656,QSO
19.39057,18.99153,GALAXY
20.97052,19.85606,GALAXY
19.70442,19.00559,GALAXY
21.56334,21.18195,QSO
20.44727,20.84021,STAR
15.7865,15.22754,STAR
18.96106,18.43919,GALAXY
19.57227,19.68656,STAR
20.95919,21.52905,GALAXY
17.38706,17.05832,GALAXY
19.56147,18.99475,GALAXY
19.82521,19.59432,QSO
18.19793,18.10762,STAR
18.18666,18.33957,STAR
20.93135,20.56186,QSO
17.71858,17.60588,STAR
21.2144,21.23826,QSO
20.62422,19.80397,STAR
20.43127,19.73798,GALAXY
19.24446,19.1221,STAR
19.45625,19.14717,QSO
19.11447,18.65854,GALAXY
21.43598,22.11085,QSO
20.10843,19.63834,STAR
19.14442,18.73645,GALAXY
19.60394,19.27134,GALAXY
18.83569,18.40695,GALAXY
20.33947,19.47924,GALAXY
20.363,19.92103,QSO
19.79918,19.28116,GALAXY
16.92788,16.45268,QSO
19.04682,18.84135,STAR
20.91132,20.89314,QSO
17.10405,16.71381,GALAXY
19.02027,19.0527,QSO
16.97615,16.72931,GALAXY
20.94354,20.08619,GALAXY
17.17936,16.84806,GALAXY
17.42238,17.12527,GALAXY
19.74238,19.27742,GALAXY
20.03441,22.82692,STAR
17.96907,17.42587,GALAXY
21.73138,21.76608,QSO
18.80132,18.31121,STAR
22.08548,21.87226,QSO
17.28658,16.94529,GALAXY
20.25577,20.14408,GALAXY
20.76602,19.97761,GALAXY
18.46659,18.05265,STAR
17.09664,16.80974,STAR
19.5207,19.02702,GALAXY
21.69555,21.07526,GALAXY
19.87235,19.3914,GALAXY
19.98674,19.37292,GALAXY
19.99971,19.6135,GALAXY
19.53309,19.12586,GALAXY
21.29078,21.58278,QSO
19.86864,19.74777,QSO
17.75899,17.36696,GALAXY
16.80791,16.54447,GALAXY
20.78846,19.86463,GALAXY
20.81643,20.60504,QSO
19.63495,19.55135,QSO
17.37127,17.29985,STAR
20.54749,20.14536,GALAXY
20.81261,19.9885,STAR
18.10153,18.63287,STAR
17.71573,17.66377,STAR
17.39263,17.36528,GALAXY
18.19335,18.07009,STAR
20.86431,19.97618,GALAXY
19.46058,18.9943,GALAXY
21.77525,21.37178,QSO
18.26854,17.86696,GALAXY
21.8666,22.82667,QSO
18.81848,18.37688,GALAXY
17.5499,17.29454,STAR
18.37206,18.31454,STAR
15.52802,15.44613,STAR
21.13013,21.15181,QSO
19.73068,19.25911,GALAXY
20.77559,19.76303,GALAXY
21.52616,21.11605,GALAXY
20.67517,19.9546,GALAXY
18.62608,18.57285,STAR
19.34848,18.92857,GALAXY
16.97585,16.71235,GALAXY
19.80384,19.29726,GALAXY
17.65412,17.60851,GALAXY
17.08298,16.90956,GALAXY
19.43981,19.01292,GALAXY
19.03416,18.60142,GALAXY
20.24803,19.8217,GALAXY
16.86157,16.63422,STAR
17.434,17.35011,STAR
18.16613,18.0294,STAR
18.82801,18.89609,QSO
17.76,17.69167,STAR
18.6373,18.66471,QSO
19.22662,19.10052,QSO
16.60727,16.53851,STAR
17.66008,17.49063,STAR
18.46766,18.06418,GALAXY
21.85865,21.62407,GALAXY
16.67699,16.4626,STAR
17.61271,17.56022,GALAXY
15.91476,15.54955,GALAXY
19.56838,19.75706,STAR
21.09363,21.15387,QSO
20.17253,19.92989,GALAXY
16.21764,15.7939,GALAXY
19.16711,18.77992,QSO
15.32671,15.00476,GALAXY
16.6883,16.37611,GALAXY
17.26109,17.13116,GALAXY
16.84833,16.6648,GALAXY
15.3595,15.01624,GALAXY
19.22354,18.71899,GALAXY
15.9873,15.96906,STAR
20.31266,20.04099,QSO
17.06685,16.79328,GALAXY
17.4241,17.17606,GALAXY
20.07482,19.54398,GALAXY
19.28976,18.80481,GALAXY
21.24412,20.50657,GALAXY
22.67159,22.65544,GALAXY
17.12976,16.76156,GALAXY
19.60923,19.64688,STAR
22.12196,22.06763,QSO
21.44179,21.0971,STAR
16.86768,16.55301,GALAXY
20.47116,19.79551,GALAXY
20.53251,20.75691,GALAXY
20.67101,20.68312,GALAXY
21.43907,22.11531,GALAXY
20.30254,20.08685,QSO
16.97215,16.59057,GALAXY
17.29744,16.98916,GALAXY
19.33763,18.84594,GALAXY
20.92364,20.35126,QSO
21.01889,19.87374,GALAXY
18.30208,17.92168,GALAXY
20.77354,20.6891,STAR
18.68179,17.91185,STAR
14.15247,14.04952,STAR
19.37844,18.89738,GALAXY
17.35733,16.94944,STAR
20.14384,20.2622,QSO
21.69998,22.23582,STAR
17.32446,17.2354,STAR
21.88218,22.58657,QSO
20.45484,20.30095,STAR
19.71794,19.28587,GALAXY
20.55421,20.6017,QSO
21.91333,21.99039,QSO
18.92926,18.64847,GALAXY
19.77896,19.28514,GALAXY
18.83168,18.36243,GALAXY
16.28205,15.57281,STAR
20.70679,19.41996,GALAXY
18.66967,18.30882,GALAXY
21.41957,21.17823,QSO
20.77765,19.6786,GALAXY
16.60694,16.26773,GALAXY
19.01032,18.53188,GALAXY
19.67421,19.45466,GALAXY
19.77683,19.23647,GALAXY
16.82554,16.69739,GALAXY
17.81995,17.3622,GALAXY
15.66336,15.30655,GALAXY
17.47705,17.0471,GALAXY
19.60582,19.03797,GALAXY
19.83788,19.31542,GALAXY
19.61506,19.76299,STAR
19.36524,19.26426,QSO
19.64139,19.61831,QSO
19.39371,19.67698,STAR
18.12599,17.76022,GALAXY
18.41328,18.48628,GALAXY
19.92788,19.48092,GALAXY
21.31385,21.18378,STAR
20.96805,22.76486,GALAXY
20.23131,20.74063,STAR
21.40985,21.03158,GALAXY
22.63776,22.55659,GALAXY
19.4841,19.07387,GALAXY
20.9522,20.87747,QSO
19.53541,19.13486,GALAXY
20.73494,19.96358,GALAXY
19.65456,19.60588,QSO
18.22517,17.89708,GALAXY
21.93354,21.48324,STAR
18.51105,18.1708,GALAXY
15.15942,14.97502,GALAXY
15.92462,15.90464,STAR
20.14093,19.90502,GALAXY
20.62443,19.72151,GALAXY
19.73126,19.40819,QSO
20.00604,19.43007,GALAXY
18.5316,18.55327,STAR
15.76784,15.74756,STAR
21.14294,19.97848,QSO
19.43117,18.97345,GALAXY
20.19102,20.00139,GALAXY
18.66924,18.3264,GALAXY
19.66883,19.47098,QSO
18.30039,17.82355,GALAXY
19.80697,19.57705,GALAXY
18.626,18.15161,GALAXY
20.05482,19.89742,QSO
20.58078,19.8633,GALAXY
19.87531,19.75755,QSO
19.24808,19.03014,STAR
21.73152,21.04804,QSO
20.9597,20.79462,QSO
19.33329,19.03519,GALAXY
16.61996,16.27619,GALAXY
17.58342,17.17322,GALAXY
20.88016,20.06401,GALAXY
19.59689,19.05279,GALAXY
19.49353,18.9395,GALAXY
16.71228,16.39167,GALAXY
20.54543,19.80624,GALAXY
20.43932,18.54309,GALAXY
19.5165,19.05231,GALAXY
19.68483,19.38479,GALAXY
18.84826,18.25773,GALAXY
19.60788,18.96488,GALAXY
19.68892,19.13318,GALAXY
19.73859,19.59658,GALAXY
21.73407,22.00845,QSO
16.41414,16.17981,STAR
20.91914,20.58213,QSO
19.25168,18.76201,GALAXY
19.0897,18.56575,GALAXY
19.42057,19.13461,GALAXY
16.54293,16.21425,GALAXY
22.39582,21.33713,GALAXY
21.22823,23.61202,GALAXY
21.40038,22.77644,GALAXY
21.62284,21.25242,GALAXY
21.57796,21.45689,GALAXY
20.96328,21.17117,STAR
19.30654,18.64818,QSO
19.31293,18.76974,GALAXY
17.06281,16.71589,GALAXY
16.49274,16.42626,STAR
19.64716,19.77504,QSO
20.46979,20.43854,QSO
17.86159,17.71789,GALAXY
19.15361,19.25585,QSO
20.23748,20.82999,STAR
15.27361,15.20374,STAR
16.83576,16.57439,STAR
21.6635,20.95551,QSO
17.39093,17.23728,STAR
17.17844,16.99561,STAR
18.26223,18.05992,STAR
19.11834,19.12126,STAR
18.74198,18.13248,STAR
21.24921,21.33698,GALAXY
18.02224,17.67634,GALAXY
18.68012,18.19442,GALAXY
20.34787,20.46501,GALAXY
19.50516,19.04803,GALAXY
22.06785,21.36498,GALAXY
20.04153,19.26197,GALAXY
19.16286,18.63093,GALAXY
16.1182,15.76338,GALAXY
19.4109,19.16067,GALAXY
20.35134,20.02627,GALAXY
17.44717,17.04618,GALAXY
20.33691,19.66071,GALAXY
16.37267,16.08995,GALAXY
20.04346,19.39741,GALAXY
19.93196,19.35039,GALAXY
20.8733,20.80413,STAR
19.60756,18.8438,STAR
20.62164,19.57221,GALAXY
18.95031,18.87439,QSO
17.32801,17.20239,STAR
15.33673,15.24856,STAR
19.70405,19.63457,QSO
21.27933,20.94022,QSO
20.86926,20.996,QSO
20.83298,20.48195,GALAXY
22.23722,21.93939,GALAXY
19.85578,19.11199,GALAXY
21.3176,21.15988,GALAXY
16.52657,16.18552,GALAXY
16.37843,16.00053,GALAXY
19.70865,19.27295,GALAXY
20.2178,19.56305,GALAXY
18.10844,17.76435,GALAXY
21.71948,22.25121,GALAXY
19.70399,19.26769,GALAXY
19.56151,19.12015,GALAXY
20.52238,19.79149,GALAXY
16.7574,16.64714,STAR
17.99767,17.60334,GALAXY
17.95402,17.62913,GALAXY
15.81361,15.80921,STAR
20.02093,19.53427,GALAXY
19.93083,19.51616,GALAXY
18.3514,18.21544,STAR
18.97345,18.91123,QSO
17.38835,17.2119,STAR
14.69171,14.56536,STAR
19.06102,18.6664,GALAXY
20.27991,20.20111,GALAXY
20.40432,19.53021,GALAXY
16.52178,16.49196,STAR
21.91918,21.86823,QSO
18.84685,18.33301,GALAXY
20.76368,19.94303,GALAXY
19.38186,18.98121,GALAXY
19.00514,18.90714,STAR
21.5477,20.99229,GALAXY
20.49534,20.61759,QSO
19.62072,19.03198,GALAXY
16.41723,16.32366,GALAXY
18.6869,18.25293,GALAXY
18.2095,17.80277,GALAXY
18.95837,18.39729,GALAXY
20.605,19.88499,STAR
18.79593,18.44554,GALAXY
19.95696,19.52142,GALAXY
17.7343,17.3991,GALAXY
21.96542,21.38372,QSO
19.57108,19.24828,GALAXY
19.36216,18.82099,GALAXY
17.80187,17.4286,GALAXY
19.08244,18.66558,QSO
17.02347,16.84235,STAR
18.09455,18.19104,STAR
18.82256,18.27513,GALAXY
16.70374,16.18183,GALAXY
19.93698,19.61772,GALAXY
18.24158,18.18918,QSO
17.84316,17.82588,QSO
17.37759,17.09785,GALAXY
16.31356,15.9709,GALAXY
21.12688,20.64108,GALAXY
20.55253,19.95516,GALAXY
20.08466,19.55291,GALAXY
19.7041,19.20242,GALAXY
19.20803,18.7253,GALAXY
18.67285,18.20831,GALAXY
20.09911,19.60649,GALAXY
19.91125,19.24645,GALAXY
18.86507,18.83792,QSO
16.76784,16.71461,STAR
17.8654,17.80162,STAR
20.28794,19.54933,GALAXY
21.13973,21.55793,QSO
19.06948,18.53583,GALAXY
17.19967,16.76112,GALAXY
20.16478,19.40181,GALAXY
18.76683,18.30798,GALAXY
21.03237,21.56915,STAR
20.1389,19.86646,QSO
15.49913,15.48513,STAR
19.55428,19.05304,GALAXY
20.04934,19.28512,STAR
19.18879,18.69992,GALAXY
19.3288,18.71204,GALAXY
18.47732,17.98868,GALAXY
17.56855,17.15213,GALAXY
20.38596,19.69381,GALAXY
19.78603,19.3272,GALAXY
17.17685,17.12552,STAR
17.5949,17.53793,STAR
18.13551,17.70454,GALAXY
15.2812,15.22401,STAR
17.22526,16.84794,GALAXY
18.69281,18.18264,GALAXY
19.68154,19.55696,GALAXY
21.34754,21.6117,GALAXY
19.46893,19.14099,GALAXY
16.86841,16.69572,STAR
21.90071,22.26956,STAR
21.86839,21.85674,STAR
20.92166,20.52656,QSO
22.12096,22.51858,GALAXY
19.66754,19.17263,GALAXY
17.75374,17.36593,GALAXY
19.08092,18.4303,GALAXY
20.88669,19.91212,GALAXY
19.79885,19.2874,GALAXY
21.13551,20.3465,QSO
17.13907,16.78179,GALAXY
20.52255,19.82257,GALAXY
16.6798,16.34867,GALAXY
17.2357,17.06651,GALAXY
20.61147,22.05153,GALAXY
20.62924,19.71118,QSO
16.38755,16.35755,STAR
16.2308,16.05445,STAR
16.29699,16.21996,STAR
22.23945,21.76726,GALAXY
17.1553,16.8055,GALAXY
16.29,16.05315,GALAXY
17.24932,16.51987,STAR
18.27634,17.39584,STAR
19.71571,19.31541,GALAXY
21.91554,21.55455,QSO
19.28633,18.78951,GALAXY
16.61413,16.27921,GALAXY
19.81307,19.29475,GALAXY
19.23046,18.79015,GALAXY
17.34344,16.97161,GALAXY
19.74801,19.30123,GALAXY
19.77143,19.27088,STAR
21.1251,20.60189,GALAXY
19.8429,19.6201,QSO
15.96366,15.68788,GALAXY
20.67228,19.76462,GALAXY
20.26013,19.41084,GALAXY
20.68523,20.81463,GALAXY
19.27511,18.78527,GALAXY
19.93871,19.42316,GALAXY
20.78084,20.65621,QSO
20.57343,19.90378,GALAXY
18.51134,18.21416,GALAXY
18.54803,18.07333,GALAXY
14.79682,14.69245,STAR
19.69132,19.35107,GALAXY
17.04671,16.66629,GALAXY
16.10342,15.76198,GALAXY
21.026,21.76487,GALAXY
20.69714,20.60791,QSO
19.71769,19.72963,STAR
19.95673,19.74205,QSO
19.94445,19.51613,GALAXY
16.18281,15.99919,GALAXY
16.47934,16.12667,GALAXY
20.33868,19.51072,GALAXY
18.59246,18.0693,GALAXY
20.49781,20.219,QSO
17.08832,16.71868,GALAXY
18.6808,18.21723,GALAXY
19.67006,19.42088,QSO
17.45994,17.25751,STAR
15.14401,15.0794,STAR
22.05869,21.16696,GALAXY
21.20045,21.58229,QSO
19.45787,19.10688,GALAXY
19.69221,19.26311,GALAXY
17.32835,16.96808,GALAXY
17.78189,17.39394,GALAXY
16.39941,16.23154,STAR
15.11122,14.78096,STAR
21.84149,21.36708,QSO
20.17346,19.46964,GALAXY
21.08048,19.87836,GALAXY
21.52625,20.68512,QSO
19.3757,18.80017,GALAXY
19.30122,18.90114,GALAXY
17.61082,17.45962,STAR
17.13752,16.73707,GALAXY
20.96578,21.32962,STAR
19.88151,19.56873,GALAXY
21.26359,19.86062,STAR
18.86103,18.55464,QSO
18.91117,18.53772,STAR
17.82641,17.43013,GALAXY
17.67346,17.37111,GALAXY
18.44277,18.36573,STAR
17.07872,16.64487,GALAXY
18.01962,17.60331,GALAXY
18.29132,17.80504,GALAXY
17.53439,17.1299,GALAXY
18.79218,18.31673,GALAXY
20.62399,20.4327,QSO
17.17896,16.80024,GALAXY
17.01428,16.76142,GALAXY
16.18852,16.02937,STAR
17.39859,17.2695,STAR
19.80601,19.29607,GALAXY
19.67358,19.17513,GALAXY
24.36177,22.24631,STAR
20.29937,19.74507,GALAXY
19.38245,18.89148,GALAXY
20.97138,20.52676,QSO
19.3598,18.61396,STAR
19.16864,18.89388,QSO
15.3204,15.26383,STAR
19.81702,19.27528,GALAXY
22.27973,22.31167,QSO
21.3188,21.21465,STAR
19.57946,19.184,GALAXY
18.8528,18.39498,GALAXY
20.86856,19.90933,GALAXY
15.6548,15.42608,STAR
20.80526,20.50005,QSO
20.46617,20.3762,QSO
20.88764,20.7478,STAR
21.21299,20.86222,QSO
18.31351,17.81136,GALAXY
17.37913,16.94761,GALAXY
18.56663,18.19841,GALAXY
17.02421,16.70157,GALAXY
18.77459,18.39065,GALAXY
19.51663,19.0391,GALAXY
17.09933,16.79025,GALAXY
18.49201,17.99906,STAR
20.30515,19.389,GALAXY
19.47754,19.04308,GALAXY
18.56272,18.61747,STAR
17.81625,17.83019,QSO
18.70053,18.27373,GALAXY
19.89198,19.37119,GALAXY
17.43581,17.03117,GALAXY
17.19141,16.85679,GALAXY
21.22663,21.27168,QSO
21.97194,22.1947,GALAXY
21.7552,21.75199,GALAXY
21.64397,21.69347,GALAXY
19.15621,19.115,STAR
21.07611,20.62352,STAR
20.53182,20.35887,QSO
21.49106,21.38688,GALAXY
21.21633,21.16204,QSO
19.12884,18.80379,GALAXY
16.22772,16.03592,STAR
17.21696,17.08668,STAR
21.2337,21.43268,QSO
21.7096,20.92846,GALAXY
20.74344,20.41644,GALAXY
17.32594,16.98345,GALAXY
16.82678,16.6272,GALAXY
15.57991,15.45264,STAR
21.37088,20.53561,QSO
20.81027,20.65686,GALAXY
19.4487,19.07457,GALAXY
20.90191,20.70372,QSO
19.64479,19.34922,QSO
19.60663,19.28786,QSO
16.3716,16.3209,STAR
21.99121,21.34527,QSO
20.80659,19.95467,GALAXY
19.16589,18.10176,STAR
17.13604,16.89656,STAR
20.81076,20.35168,GALAXY
19.92859,19.28829,GALAXY
20.9311,20.76536,GALAXY
19.18192,18.76748,QSO
18.75735,18.31982,GALAXY
18.26729,18.50453,STAR
14.2676,14.2273,STAR
18.7607,17.84424,STAR
17.29166,17.17116,STAR
17.07274,16.71922,GALAXY
19.84695,19.87044,QSO
20.61279,20.46175,STAR
21.24534,21.33183,STAR
17.44592,17.29342,STAR
19.63706,19.36643,GALAXY
19.76835,19.54049,GALAXY
19.94752,19.50617,GALAXY
19.69589,19.19007,GALAXY
21.91612,21.22254,QSO
20.5344,20.16195,QSO
20.37777,20.44216,QSO
21.31571,21.50702,QSO
19.41611,19.47689,QSO
20.14462,19.98324,GALAXY
20.18761,20.11719,QSO
16.85403,16.6141,STAR
19.07877,18.32407,STAR
19.42424,19.19879,GALAXY
20.59529,19.70114,GALAXY
19.04145,18.51969,GALAXY
21.41038,21.35201,QSO
19.43046,19.47849,STAR
20.59012,19.90591,GALAXY
21.90496,22.04329,GALAXY
18.92675,18.98049,STAR
17.36886,17.14206,GALAXY
19.69022,19.16568,GALAXY
19.90124,19.67401,QSO
21.13876,20.96549,QSO
21.58316,21.63424,GALAXY
22.51513,21.58997,GALAXY
21.72751,22.2928,GALAXY
21.27333,20.57917,QSO
18.8648,18.09256,STAR
17.13908,17.05175,STAR
20.08039,19.09646,GALAXY
17.21393,17.10502,STAR
19.94838,19.46173,GALAXY
20.13002,19.08463,GALAXY
20.7322,20.42843,GALAXY
19.06726,18.92763,QSO
21.20821,21.56182,QSO
20.10977,20.07906,QSO
20.41184,20.46621,QSO
17.22536,16.83993,GALAXY
16.96174,16.62042,GALAXY
20.23678,19.50791,GALAXY
20.17809,20.0783,QSO
17.84488,17.39218,GALAXY
20.11564,19.57576,GALAXY
19.81752,19.30089,GALAXY
22.36251,23.02319,GALAXY
20.25547,19.99509,QSO
17.92939,17.9095,STAR
20.2723,20.18402,QSO
17.94354,17.22588,STAR
21.11872,21.36984,QSO
20.49149,20.00948,QSO
22.04393,23.48852,QSO
21.80808,21.46143,QSO
20.82855,20.52234,STAR
19.53959,18.9952,GALAXY
20.63713,19.80987,GALAXY
19.6376,19.09876,GALAXY
15.90276,15.80633,STAR
19.72701,19.22122,GALAXY
21.18314,20.55538,GALAXY
16.38727,16.03402,GALAXY
19.44457,18.91777,GALAXY
17.39995,17.13371,GALAXY
21.4488,21.83776,QSO
18.623,17.95658,STAR
17.11665,16.7194,GALAXY
19.10126,18.68029,GALAXY
16.21661,16.10346,STAR
18.13107,18.01934,STAR
17.27379,16.93415,GALAXY
19.64378,19.6365,QSO
20.36427,19.9639,GALAXY
20.49741,19.7744,GALAXY
20.36418,20.18612,QSO
19.96772,19.6676,QSO
18.40552,18.02559,GALAXY
20.87034,20.81368,STAR
21.05728,20.37933,QSO
20.81653,20.78971,QSO
19.5578,19.27064,GALAXY
20.10105,19.5965,GALAXY
19.20137,18.80847,GALAXY
20.75804,19.92961,GALAXY
21.09839,21.24423,QSO
21.58173,21.19652,QSO
15.13309,14.93953,GALAXY
16.02687,15.63675,GALAXY
19.72234,19.20551,GALAXY
21.80684,21.66129,GALAXY
18.9848,18.62266,GALAXY
17.33664,17.03653,GALAXY
15.14276,14.84344,GALAXY
21.46916,21.86035,QSO
19.1234,18.8415,GALAXY
21.66439,18.89231,STAR
21.21528,18.77478,STAR
19.09237,18.64634,STAR
19.96829,19.72984,GALAXY
18.57296,18.49488,STAR
14.76663,14.43068,GALAXY
14.89783,14.6898,STAR
19.69826,19.26345,GALAXY
18.9214,18.52889,GALAXY
19.55065,19.19081,GALAXY
19.32208,18.86321,GALAXY
19.41982,19.01267,GALAXY
14.92894,14.83988,STAR
19.83474,19.3629,GALAXY
16.68323,16.51186,STAR
16.83335,16.53829,GALAXY
20.89023,19.88725,STAR
20.76012,20.01679,GALAXY
17.57308,17.19043,GALAXY
18.75372,18.23501,STAR
20.03103,19.15108,STAR
18.81393,18.18709,GALAXY
18.53965,18.04027,GALAXY
19.72059,19.20371,GALAXY
20.19924,19.28069,GALAXY
19.32195,18.82488,GALAXY
20.03098,19.60934,GALAXY
19.11175,18.60882,GALAXY
16.78351,16.65846,STAR
20.88017,19.88965,GALAXY
20.73941,20.56383,STAR
21.85179,21.62753,QSO
17.13934,17.14592,STAR
19.98404,19.6053,GALAXY
17.91716,17.61869,GALAXY
19.58964,19.22406,GALAXY
19.87811,19.38528,GALAXY
18.7857,18.18044,STAR
16.70885,16.33358,GALAXY
21.05699,19.91001,GALAXY
18.5873,18.32808,GALAXY
21.85272,22.9137,GALAXY
18.73712,18.43182,GALAXY
22.02417,21.9745,STAR
21.88152,19.05005,STAR
21.74804,18.6873,STAR
21.71494,21.16534,STAR
20.08105,20.27398,STAR
18.59233,18.70728,STAR
19.25724,18.91614,GALAXY
21.00579,20.54471,GALAXY
20.40758,20.37851,STAR
17.57787,17.5153,GALAXY
16.80735,16.63313,GALAXY
19.42505,19.06582,GALAXY
16.39471,16.31701,STAR
19.11224,18.90072,STAR
21.16361,21.01933,STAR
21.50666,21.24712,GALAXY
21.31576,21.45607,GALAXY
17.44056,17.21404,GALAXY
20.90473,20.48177,GALAXY
17.2654,16.86212,GALAXY
19.63111,19.62528,QSO
17.50315,17.16319,GALAXY
17.91549,17.84218,QSO
18.59453,18.04057,GALAXY
19.54776,19.30876,GALAXY
18.98825,18.29868,GALAXY
20.65561,19.91343,GALAXY
19.84034,19.33784,GALAXY
21.84664,23.28097,STAR
20.14669,19.98829,STAR
19.65563,19.0039,GALAXY
20.887,20.96913,QSO
17.6029,17.25306,GALAXY
20.32813,20.26269,QSO
20.22533,19.54715,GALAXY
20.7792,20.79502,STAR
16.54117,16.34646,STAR
16.97801,16.83397,STAR
19.38649,18.79135,GALAXY
22.48845,21.75978,QSO
18.20984,17.86343,STAR
19.38559,19.09623,GALAXY
19.82098,19.45963,GALAXY
21.70308,22.05744,QSO
18.17901,18.07959,STAR
15.95388,15.78235,STAR
19.89781,19.88374,QSO
16.24322,15.87191,GALAXY
19.83355,19.15981,GALAXY
20.6311,20.48543,GALAXY
20.2072,19.571,GALAXY
19.69216,19.19762,GALAXY
19.62905,19.22756,GALAXY
20.54344,19.80685,GALAXY
16.54578,16.22355,GALAXY
15.7983,15.44851,GALAXY
15.32437,14.94632,GALAXY
16.20691,15.80852,GALAXY
15.10994,14.89644,GALAXY
18.75329,18.32592,GALAXY
18.90022,18.48078,GALAXY
20.5469,20.41693,QSO
18.85158,18.79119,STAR
20.22407,20.25705,STAR
21.1303,20.96375,QSO
20.02073,19.46243,QSO
17.825,17.99884,STAR
19.89405,19.54689,GALAXY
20.90786,19.93854,GALAXY
21.44361,21.59405,GALAXY
21.0787,20.52413,GALAXY
21.11042,20.43936,GALAXY
16.67725,16.65862,STAR
20.69665,20.44642,QSO
20.12545,19.84574,GALAXY
21.67246,21.7086,GALAXY
17.69148,17.65201,STAR
18.36494,17.7038,QSO
18.12146,18.1287,STAR
19.77979,19.35201,GALAXY
15.97161,15.85715,GALAXY
19.6561,18.98187,GALAXY
21.77533,21.13449,QSO
20.98371,19.79165,GALAXY
20.59722,19.76781,GALAXY
20.15502,19.70061,GALAXY
16.28377,16.18791,STAR
17.3586,16.93118,GALAXY
17.00465,16.66511,GALAXY
19.91134,19.53648,GALAXY
17.10117,16.77085,GALAXY
17.38487,17.391,STAR
19.77205,19.94605,STAR
20.92685,22.18681,GALAXY
19.94308,19.57526,GALAXY
17.54982,16.99983,GALAXY
20.96952,20.77448,QSO
16.98503,16.58463,GALAXY
19.0761,18.59432,GALAXY
20.74291,19.85916,GALAXY
20.9415,19.93281,QSO
17.99179,17.57644,GALAXY
18.23005,17.78345,GALAXY
16.74098,16.26744,GALAXY
19.81701,19.48327,GALAXY
20.38351,19.433,GALAXY
18.00901,17.89824,STAR
17.45081,17.28016,STAR
19.47646,19.05593,GALAXY
21.93212,21.63013,STAR
19.9774,19.92403,QSO
20.8303,19.90528,GALAXY
18.51567,18.1998,STAR
20.2954,20.07912,QSO
16.29155,15.90531,GALAXY
18.47953,18.03587,GALAXY
15.83049,15.55426,GALAXY
19.52058,19.01862,GALAXY
20.85685,19.99372,STAR
18.0318,18.02075,STAR
19.19278,19.19814,QSO
19.90805,19.39063,GALAXY
20.18182,20.45182,GALAXY
17.4502,17.07382,GALAXY
18.37985,17.95403,GALAXY
20.66405,20.14207,QSO
21.73957,21.043,GALAXY
20.49043,19.86384,GALAXY
17.16737,17.14023,GALAXY
19.3937,19.61044,QSO
19.35455,19.5277,QSO
18.68099,18.75143,QSO
21.03751,19.77325,GALAXY
19.97495,19.98598,QSO
20.71039,19.79623,QSO
20.65103,19.89801,GALAXY
19.72223,19.15681,GALAXY
20.87529,20.97247,QSO
19.50175,19.0112,GALAXY
19.9005,19.45692,GALAXY
17.74709,17.24909,STAR
16.90796,16.54758,GALAXY
21.35246,21.33937,QSO
17.72533,17.37808,STAR
17.50806,17.15128,GALAXY
17.66857,17.31036,GALAXY
20.9865,20.58343,STAR
17.89924,17.2398,STAR
19.50567,19.31511,QSO
21.59522,21.31072,STAR
18.6682,18.87724,STAR
18.36283,17.92107,GALAXY
17.17482,16.98337,GALAXY
19.15612,18.54096,GALAXY
18.77215,18.39486,GALAXY
22.01604,21.6446,GALAXY
19.40638,19.00188,GALAXY
19.48434,19.26525,QSO
21.12123,21.02769,QSO
16.87708,16.75732,STAR
21.79905,22.00725,GALAXY
16.8612,16.80242,STAR
20.74674,20.47033,QSO
19.61091,19.24341,GALAXY
19.35575,18.91066,GALAXY
20.24935,19.54394,GALAXY
18.80441,18.38935,GALAXY
19.44307,19.02743,GALAXY
20.32285,19.30202,GALAXY
20.60153,20.20163,QSO
19.92247,21.03973,QSO
17.21391,17.06183,GALAXY
21.45851,21.37735,STAR
21.63144,22.53165,GALAXY
18.97052,18.91901,GALAXY
19.37425,19.39623,GALAXY
18.93345,19.0541,QSO
19.13836,19.06705,QSO
18.63998,18.1148,GALAXY
20.39501,19.89943,GALAXY
18.73882,18.09409,STAR
20.04553,19.37649,STAR
18.64111,18.68415,QSO
20.08973,19.33278,GALAXY
19.16828,19.17592,QSO
16.40801,16.25708,STAR
17.70066,17.594,STAR
15.83084,15.75095,STAR
17.16383,17.02512,STAR
20.12453,19.91964,QSO
17.25616,16.90885,GALAXY
15.78997,15.00592,STAR
18.40048,18.00643,GALAXY
19.77957,20.24107,STAR
15.03201,14.80634,STAR
22.27375,22.33602,GALAXY
21.31684,21.41251,QSO
18.28506,17.90531,GALAXY
19.47625,18.98484,GALAXY
20.22904,19.80308,GALAXY
21.73217,21.64244,GALAXY
15.29056,15.1563,STAR
21.55155,21.18233,GALAXY
19.94423,19.44973,GALAXY
18.93626,18.49191,GALAXY
